	f1	f2	f3	f4	f5	f6	clase
1	0.45421	0.381467	0.800453	0.418553	1.7361	0.740391	1
2	0.45421	0.381467	0.800453	0.418553	1.7361	2.07309	1
3	0.45421	0.381467	0.800453	2.39467	0.970018	0.740391	1
4	0.45421	0.381467	0.800453	2.39467	1.7361	2.07309	1
5	0.45421	0.381467	2.18919	0.418553	0.970018	0.740391	1
6	0.45421	0.381467	2.18919	0.418553	0.970018	2.07309	1
7	0.45421	0.381467	2.18919	1.40661	1.7361	0.740391	1
8	0.45421	0.381467	2.18919	1.40661	2.50219	0.740391	1
9	0.45421	0.381467	2.18919	2.39467	0.203934	2.07309	1
10	0.45421	1.33957	0.800453	0.418553	0.203934	2.07309	1
11	0.45421	1.33957	0.800453	0.418553	0.970018	0.740391	0
12	0.45421	1.33957	0.800453	0.418553	1.7361	0.740391	0
13	0.45421	1.33957	0.800453	0.418553	2.50219	2.07309	0
14	0.45421	1.33957	0.800453	1.40661	0.203934	0.740391	1
15	0.45421	1.33957	0.800453	1.40661	1.7361	0.740391	0
16	0.45421	1.33957	0.800453	1.40661	1.7361	2.07309	0
17	0.45421	1.33957	0.800453	1.40661	2.50219	2.07309	0
18	0.45421	1.33957	0.800453	2.39467	0.970018	0.740391	0
19	0.45421	1.33957	0.800453	2.39467	2.50219	2.07309	0
20	0.45421	1.33957	2.18919	0.418553	0.970018	2.07309	0
21	0.45421	1.33957	2.18919	1.40661	1.7361	2.07309	0
22	0.45421	1.33957	2.18919	1.40661	2.50219	0.740391	0
23	0.45421	1.33957	2.18919	1.40661	2.50219	2.07309	0
24	0.45421	1.33957	2.18919	2.39467	0.970018	2.07309	0
25	0.45421	1.33957	2.18919	2.39467	1.7361	0.740391	0
26	0.45421	1.33957	2.18919	2.39467	1.7361	2.07309	0
27	0.45421	2.29767	0.800453	0.418553	0.970018	0.740391	0
28	0.45421	2.29767	0.800453	0.418553	2.50219	0.740391	0
29	0.45421	2.29767	0.800453	1.40661	0.970018	0.740391	0
30	0.45421	2.29767	0.800453	1.40661	2.50219	0.740391	0
31	0.45421	2.29767	0.800453	2.39467	0.203934	2.07309	1
32	0.45421	2.29767	0.800453	2.39467	0.970018	2.07309	0
33	0.45421	2.29767	0.800453	2.39467	1.7361	0.740391	0
34	0.45421	2.29767	0.800453	2.39467	2.50219	0.740391	0
35	0.45421	2.29767	0.800453	2.39467	2.50219	2.07309	0
36	0.45421	2.29767	2.18919	0.418553	0.970018	2.07309	0
37	0.45421	2.29767	2.18919	1.40661	0.203934	2.07309	1
38	0.45421	2.29767	2.18919	1.40661	0.970018	2.07309	0
39	0.45421	2.29767	2.18919	1.40661	1.7361	2.07309	0
40	0.45421	2.29767	2.18919	1.40661	2.50219	0.740391	0
41	0.45421	2.29767	2.18919	1.40661	2.50219	2.07309	0
42	0.45421	2.29767	2.18919	2.39467	0.203934	0.740391	1
43	0.45421	2.29767	2.18919	2.39467	0.970018	0.740391	0
44	0.45421	2.29767	2.18919	2.39467	2.50219	0.740391	0
45	0.45421	2.29767	2.18919	2.39467	2.50219	2.07309	0
46	1.47618	0.381467	0.800453	0.418553	1.7361	0.740391	0
47	1.47618	0.381467	0.800453	0.418553	1.7361	2.07309	0
48	1.47618	0.381467	0.800453	1.40661	0.203934	0.740391	1
49	1.47618	0.381467	0.800453	1.40661	0.203934	2.07309	1
50	1.47618	0.381467	0.800453	1.40661	0.970018	2.07309	0
51	1.47618	0.381467	0.800453	1.40661	1.7361	0.740391	0
52	1.47618	0.381467	0.800453	1.40661	2.50219	0.740391	0
53	1.47618	0.381467	0.800453	1.40661	2.50219	2.07309	0
54	1.47618	0.381467	0.800453	2.39467	2.50219	0.740391	0
55	1.47618	0.381467	2.18919	0.418553	0.970018	2.07309	0
56	1.47618	0.381467	2.18919	0.418553	1.7361	0.740391	0
57	1.47618	0.381467	2.18919	0.418553	2.50219	2.07309	0
58	1.47618	0.381467	2.18919	1.40661	1.7361	0.740391	0
59	1.47618	0.381467	2.18919	1.40661	2.50219	2.07309	0
60	1.47618	0.381467	2.18919	2.39467	0.970018	2.07309	0
61	1.47618	0.381467	2.18919	2.39467	2.50219	0.740391	0
62	1.47618	1.33957	0.800453	0.418553	0.970018	0.740391	1
63	1.47618	1.33957	0.800453	0.418553	0.970018	2.07309	1
64	1.47618	1.33957	0.800453	0.418553	1.7361	0.740391	1
65	1.47618	1.33957	0.800453	1.40661	1.7361	2.07309	1
66	1.47618	1.33957	0.800453	2.39467	0.203934	0.740391	1
67	1.47618	1.33957	0.800453	2.39467	0.203934	2.07309	1
68	1.47618	1.33957	0.800453	2.39467	0.970018	2.07309	1
69	1.47618	1.33957	0.800453	2.39467	1.7361	2.07309	1
70	1.47618	1.33957	0.800453	2.39467	2.50219	2.07309	1
71	1.47618	1.33957	2.18919	0.418553	0.203934	0.740391	1
72	1.47618	1.33957	2.18919	0.418553	1.7361	2.07309	1
73	1.47618	1.33957	2.18919	0.418553	2.50219	0.740391	1
74	1.47618	1.33957	2.18919	0.418553	2.50219	2.07309	1
75	1.47618	1.33957	2.18919	1.40661	0.970018	0.740391	1
76	1.47618	1.33957	2.18919	2.39467	2.50219	0.740391	1
77	1.47618	2.29767	0.800453	0.418553	0.203934	0.740391	1
78	1.47618	2.29767	0.800453	1.40661	0.203934	0.740391	1
79	1.47618	2.29767	0.800453	1.40661	1.7361	0.740391	0
80	1.47618	2.29767	0.800453	2.39467	0.203934	2.07309	1
81	1.47618	2.29767	0.800453	2.39467	1.7361	0.740391	0
82	1.47618	2.29767	0.800453	2.39467	2.50219	2.07309	0
83	1.47618	2.29767	2.18919	0.418553	1.7361	2.07309	0
84	1.47618	2.29767	2.18919	1.40661	0.203934	0.740391	1
85	1.47618	2.29767	2.18919	1.40661	0.203934	2.07309	1
86	1.47618	2.29767	2.18919	1.40661	0.970018	0.740391	0
87	1.47618	2.29767	2.18919	2.39467	1.7361	2.07309	0
88	2.49815	0.381467	0.800453	0.418553	0.203934	0.740391	1
89	2.49815	0.381467	0.800453	0.418553	0.203934	2.07309	1
90	2.49815	0.381467	0.800453	1.40661	0.203934	0.740391	1
91	2.49815	0.381467	0.800453	1.40661	0.970018	2.07309	0
92	2.49815	0.381467	0.800453	2.39467	0.970018	2.07309	0
93	2.49815	0.381467	2.18919	0.418553	0.203934	0.740391	1
94	2.49815	0.381467	2.18919	0.418553	0.970018	2.07309	0
95	2.49815	0.381467	2.18919	1.40661	0.970018	2.07309	0
96	2.49815	0.381467	2.18919	1.40661	1.7361	2.07309	0
97	2.49815	0.381467	2.18919	2.39467	0.970018	2.07309	0
98	2.49815	1.33957	0.800453	0.418553	0.203934	0.740391	1
99	2.49815	1.33957	0.800453	0.418553	2.50219	2.07309	0
100	2.49815	1.33957	0.800453	1.40661	0.203934	2.07309	1
101	2.49815	1.33957	0.800453	1.40661	2.50219	2.07309	0
102	2.49815	1.33957	2.18919	0.418553	0.203934	0.740391	1
103	2.49815	1.33957	2.18919	0.418553	0.203934	2.07309	1
104	2.49815	1.33957	2.18919	0.418553	1.7361	2.07309	0
105	2.49815	1.33957	2.18919	2.39467	0.203934	0.740391	1
106	2.49815	1.33957	2.18919	2.39467	0.970018	0.740391	0
107	2.49815	1.33957	2.18919	2.39467	2.50219	0.740391	0
108	2.49815	2.29767	0.800453	0.418553	0.203934	0.740391	1
109	2.49815	2.29767	0.800453	0.418553	0.970018	0.740391	1
110	2.49815	2.29767	0.800453	0.418553	2.50219	2.07309	1
111	2.49815	2.29767	0.800453	1.40661	1.7361	2.07309	1
112	2.49815	2.29767	0.800453	1.40661	2.50219	2.07309	1
113	2.49815	2.29767	0.800453	2.39467	0.203934	2.07309	1
114	2.49815	2.29767	0.800453	2.39467	0.970018	0.740391	1
115	2.49815	2.29767	0.800453	2.39467	0.970018	2.07309	1
116	2.49815	2.29767	0.800453	2.39467	2.50219	2.07309	1
117	2.49815	2.29767	2.18919	0.418553	0.203934	0.740391	1
118	2.49815	2.29767	2.18919	0.418553	1.7361	2.07309	1
119	2.49815	2.29767	2.18919	0.418553	2.50219	0.740391	1
120	2.49815	2.29767	2.18919	0.418553	2.50219	2.07309	1
121	2.49815	2.29767	2.18919	2.39467	0.203934	2.07309	1
122	2.49815	2.29767	2.18919	2.39467	0.970018	2.07309	1
123	2.49815	2.29767	2.18919	2.39467	1.7361	2.07309	1
124	2.49815	2.29767	2.18919	2.39467	2.50219	2.07309	1
125	-1.22333	-1.22333	-0.998842	-1.22333	-1.34009	-0.998842	1
126	-1.22333	-1.22333	-0.998842	-1.22333	-1.34009	0.998842	1
127	-1.22333	-1.22333	-0.998842	-1.22333	-0.446696	-0.998842	1
128	-1.22333	-1.22333	-0.998842	-1.22333	-0.446696	0.998842	1
129	-1.22333	-1.22333	-0.998842	-1.22333	0.446696	-0.998842	1
130	-1.22333	-1.22333	-0.998842	-1.22333	0.446696	0.998842	1
131	-1.22333	-1.22333	-0.998842	-1.22333	1.34009	-0.998842	1
132	-1.22333	-1.22333	-0.998842	-1.22333	1.34009	0.998842	1
133	-1.22333	-1.22333	-0.998842	0	-1.34009	-0.998842	1
134	-1.22333	-1.22333	-0.998842	0	-1.34009	0.998842	1
135	-1.22333	-1.22333	-0.998842	0	-0.446696	-0.998842	1
136	-1.22333	-1.22333	-0.998842	0	-0.446696	0.998842	1
137	-1.22333	-1.22333	-0.998842	0	0.446696	-0.998842	1
138	-1.22333	-1.22333	-0.998842	0	0.446696	0.998842	1
139	-1.22333	-1.22333	-0.998842	0	1.34009	-0.998842	1
140	-1.22333	-1.22333	-0.998842	0	1.34009	0.998842	1
141	-1.22333	-1.22333	-0.998842	1.22333	-1.34009	-0.998842	1
142	-1.22333	-1.22333	-0.998842	1.22333	-1.34009	0.998842	1
143	-1.22333	-1.22333	-0.998842	1.22333	-0.446696	-0.998842	1
144	-1.22333	-1.22333	-0.998842	1.22333	-0.446696	0.998842	1
145	-1.22333	-1.22333	-0.998842	1.22333	0.446696	-0.998842	1
146	-1.22333	-1.22333	-0.998842	1.22333	0.446696	0.998842	1
147	-1.22333	-1.22333	-0.998842	1.22333	1.34009	-0.998842	1
148	-1.22333	-1.22333	-0.998842	1.22333	1.34009	0.998842	1
149	-1.22333	-1.22333	0.998842	-1.22333	-1.34009	-0.998842	1
150	-1.22333	-1.22333	0.998842	-1.22333	-1.34009	0.998842	1
151	-1.22333	-1.22333	0.998842	-1.22333	-0.446696	-0.998842	1
152	-1.22333	-1.22333	0.998842	-1.22333	-0.446696	0.998842	1
153	-1.22333	-1.22333	0.998842	-1.22333	0.446696	-0.998842	1
154	-1.22333	-1.22333	0.998842	-1.22333	0.446696	0.998842	1
155	-1.22333	-1.22333	0.998842	-1.22333	1.34009	-0.998842	1
156	-1.22333	-1.22333	0.998842	-1.22333	1.34009	0.998842	1
157	-1.22333	-1.22333	0.998842	0	-1.34009	-0.998842	1
158	-1.22333	-1.22333	0.998842	0	-1.34009	0.998842	1
159	-1.22333	-1.22333	0.998842	0	-0.446696	-0.998842	1
160	-1.22333	-1.22333	0.998842	0	-0.446696	0.998842	1
161	-1.22333	-1.22333	0.998842	0	0.446696	-0.998842	1
162	-1.22333	-1.22333	0.998842	0	0.446696	0.998842	1
163	-1.22333	-1.22333	0.998842	0	1.34009	-0.998842	1
164	-1.22333	-1.22333	0.998842	0	1.34009	0.998842	1
165	-1.22333	-1.22333	0.998842	1.22333	-1.34009	-0.998842	1
166	-1.22333	-1.22333	0.998842	1.22333	-1.34009	0.998842	1
167	-1.22333	-1.22333	0.998842	1.22333	-0.446696	-0.998842	1
168	-1.22333	-1.22333	0.998842	1.22333	-0.446696	0.998842	1
169	-1.22333	-1.22333	0.998842	1.22333	0.446696	-0.998842	1
170	-1.22333	-1.22333	0.998842	1.22333	0.446696	0.998842	1
171	-1.22333	-1.22333	0.998842	1.22333	1.34009	-0.998842	1
172	-1.22333	-1.22333	0.998842	1.22333	1.34009	0.998842	1
